,restaurant_name,address,review_score,price,categories,price_range,cuisines,diets,meals,features,tags,url,lat,lon,geometry,osmid
287,Antonio's,"212 Howey Street, Red Lake, Ontario Canada",4.6,2.5,"['Italian', 'Pizza', 'Canadian']",[],"['italian', 'pizza', 'canadian']",['vegetarian friendly'],"['lunch', 'dinner']",[],"['pasta ', 'ribeye ', 'garlic knots ', 'shrimp ', 'regular crust ', 'antonio ', 'cheese ', 'mediteranean ']",https://www.tripadvisor.ca/Restaurant_Review-g680205-d4847440-Reviews-Antonio_s-Red_Lake_Kenora_District_Ontario.html,51.0183015,-93.82753685,POINT (-93.82753685 51.0183015),287
288,901 Westside,"901 Ottawa St. Keewatin, Kenora, Ontario P0X 1C0 Canada",4.6,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']","[4, 23]",['canadian'],"['gluten free options', 'vegetarian friendly', 'vegan options']",[],[],"['salad ', 'chicken curry ', 'pizza ', 'fries ', 'creative menu ', 'wonderful dinner ', 'brenda ', 'specials ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d4079206-Reviews-901_Westside-Kenora_Kenora_District_Ontario.html,49.7609667,-94.556001,POINT (-94.55600099999999 49.7609667),288
289,The Cornerstone Restaurant,"154 Main Street, Kenora, Ontario P9N 0A6 Canada",4.2,2.5,"['American', 'Bar', 'Pub']",[],[],[],[],[],"['salad ', 'steak ', 'yam fries ', 'walleye ', 'coconut shrimp ', 'special of the day ', 'nice atmosphere ', 'great meal ', 'patio ', 'server ', 'bank ', 'patrons ', 'waterfront ', 'winter ', 'downtown ', 'wednesday ', 'ontario ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d2199838-Reviews-The_Cornerstone_Restaurant-Kenora_Kenora_District_Ontario.html,49.7579803,-94.5557584,POINT (-94.5557584 49.7579803),289
290,Ristorante Pizzeria Italia,"230 First St S, Kenora, Ontario P9N 1C3 Canada",4.4,2.5,"['Italian', 'Pizza', 'Canadian']","[6, 17]","['italian', 'pizza', 'canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['salad ', 'olive oil bread ', 'spaghetti and meatballs ', 'italian food ', 'service was great ', 'christina ', 'apps ', 'renovation ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d767153-Reviews-Ristorante_Pizzeria_Italia-Kenora_Kenora_District_Ontario.html,51.0590915,-93.7366878,POINT (-93.7366878 51.0590915),290
291,The Riverview Lodge,"148 Earl Ave, Dryden, Ontario P8N 1Y1 Canada",4.4,4,"['American', 'Steakhouse', 'Bar']","[11, 30]","['american', 'bar', 'canadian', 'steakhouse', 'pub']","['gluten free options', 'vegetarian friendly']",[],[],"['escargot ', 'steak ', 'walleye ', 'homemade ice cream ', 'salmon ', 'salad ', 'crepes ', 'potatoes ', 'fine dining ', 'memorable evening ', 'many times over the years ', 'twenty years ', 'presentation ', 'accommodations ', 'desert ', 'stopover ', 'dollars ']",https://www.tripadvisor.ca/Restaurant_Review-g181721-d766446-Reviews-The_Riverview_Lodge-Dryden_Kenora_District_Ontario.html,49.7767468,-92.8407067,POINT (-92.8407067 49.7767468),291
292,Patricia Inn Family Restaurant,"537 Government St, Dryden, Ontario P8N 2P6 Canada",4,2.5,"['American', 'Canadian', 'Vegetarian Friendly']",[],"['american', 'canadian']",['vegetarian friendly'],"['lunch', 'dinner', 'brunch', 'breakfast']",[],"['noodle bowl ', 'steak ', 'poutine ', 'potatoes ', 'large portions ', 'comfort inn ', 'soup of the day ', 'thunder bay ', 'food is excellent ', 'pi ', 'highway ', 'yummy ']",https://www.tripadvisor.ca/Restaurant_Review-g181721-d766443-Reviews-Patricia_Inn_Family_Restaurant-Dryden_Kenora_District_Ontario.html,49.7862625,-92.8219057,POINT (-92.8219057 49.7862625),292
293,Log Cabin Tavern,"201 Rabbit Lake Rd, Kenora, Ontario P9N 4L1 Canada",4.2,2.5,"['American', 'Bar', 'Canadian']",[],"['american', 'bar', 'canadian']",['vegetarian friendly'],"['lunch', 'dinner', 'brunch']",[],"['beef ribs ', 'prime rib ', 'taco salad ', 'sweet potato fries ', 'walleye ', 'mini golf ', 'great food ', 'great place to go ', 'wing night ', 'home made ', 'all you can eat ', 'favs ', 'tender ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d767121-Reviews-Log_Cabin_Tavern-Kenora_Kenora_District_Ontario.html,49.7891502,-94.4759168,POINT (-94.47591679999999 49.7891502),293
294,Forest Bar & Grill,"11 May St, Sioux Lookout, Ontario P8T 1A3 Canada",4,2.5,"['Bar', 'Canadian']","[5, 21]","['bar', 'canadian']",[],['dinner'],[],"['wings ', 'steak ', 'pasta ', 'wing night ', 'upstairs lounge ', 'across the street ', 'last night ', 'generous portions ', 'in town ', 'lake ', 'sioux ', 'beer ', 'supper ', 'summer ', 'business ', 'parts ']",https://www.tripadvisor.ca/Restaurant_Review-g660794-d769175-Reviews-Forest_Bar_Grill-Sioux_Lookout_Kenora_District_Ontario.html,50.0885889,-91.9117203,POINT (-91.9117203 50.0885889),294
295,M S Kenora Cruise Boat,"Harbourfront, Kenora, Ontario P9N 4B5 Canada",4.3,2.5,[],[],[],[],['dinner'],"['outdoor seating', 'seating', 'serves alcohol']","['great stories ', 'captain ', 'ms ', 'tour ', 'lake ', 'woods ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d767148-Reviews-M_S_Kenora_Cruise_Boat-Kenora_Kenora_District_Ontario.html,49.76715345,-94.49074357,POINT (-94.49074357000001 49.76715345),295
296,Boathouse Restaurant,"310 Matheson St S, Kenora, Ontario P9N 4J6 Canada",3.7,2.5,"['American', 'Bar', 'Canadian']",[],"['bar', 'canadian', 'american']",['gluten free options'],"['dinner', 'lunch']",[],"['walleye ', 'fish and chips ', 'salad ', 'chicken ', 'beautiful view ', 'water front ', 'outside patio ', 'service was great ', 'nice patio ', 'prices are reasonable ', 'lake ', 'server ', 'boaters ', 'eats ', 'fishing ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d4719229-Reviews-Boathouse_Restaurant-Kenora_Kenora_District_Ontario.html,49.7672469,-94.488519,POINT (-94.488519 49.7672469),296
297,Rhubarb,"9201 Highway 118, Eagle Lake, Ontario K0M 1J2 Canada",4.5,2.5,"['French', 'International', 'Contemporary']","[5, 23]","['canadian', 'french', 'international', 'contemporary']",['vegetarian friendly'],[],[],[],https://www.tripadvisor.ca/Restaurant_Review-g499257-d2648753-Reviews-Rhubarb-Eagle_Lake_Kenora_District_Ontario.html,45.04656,-78.69696,POINT (-78.69696 45.04656),297
298,Kano Reid,"32A King Street, Dryden, Ontario P8N 1B3 Canada",4.6,2.5,"['Cafe', 'Canadian', 'Vegetarian Friendly']",[],"['cafe', 'canadian']","['vegetarian friendly', 'vegan options']","['lunch', 'breakfast']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181721-d6853161-Reviews-Kano_Reid-Dryden_Kenora_District_Ontario.html,49.78410738,-92.83965902,POINT (-92.83965902 49.78410738),298
299,Green's Bbq and Bar,"1291 Highway 71, Nestor Falls, Ontario P0X 1K0 Canada",4.4,2.5,"['American', 'Barbecue', 'Canadian']",[],"['canadian', 'american', 'barbecue']",['vegetarian friendly'],"['dinner', 'lunch']",[],"['breakfast ', 'fries ', 'salad ', 'north woods ', 'looking forward to going back ', 'great food ', 'history ', 'walls ', 'road ', 'pickerel ', 'eatery ', 'building ', 'lake ', 'lots ', 'summer ', 'mounts ', 'log ']",https://www.tripadvisor.ca/Restaurant_Review-g1756538-d7061321-Reviews-Green_s_Bbq_and_Bar-Nestor_Falls_Kenora_District_Ontario.html,49.1063819,-93.9218259,POINT (-93.9218259 49.1063819),299
300,Waterside Restaurant Lakeside Inn,"470 First Ave S, Kenora, Ontario P9N 1W5 Canada",3.8,2.5,"['American', 'Canadian', 'Vegetarian Friendly']","[5, 35]","['canadian', 'american']","['vegetarian friendly', 'gluten free options']",[],[],"['steak ', 'salad ', 'fries ', 'excellent view ', 'gravy ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d767123-Reviews-Waterside_Restaurant_Lakeside_Inn-Kenora_Kenora_District_Ontario.html,50.0982202,-91.9092872,POINT (-91.90928719999999 50.0982202),300
301,"The Lake-Vu Motel, Restaurant and Convenience Center","740 Lakeview Dr, Kenora, Ontario P9N 3P7 Canada",4.3,2.5,"['Pub', 'Diner', 'Canadian']",[],"['canadian', 'pub', 'diner']",['vegetarian friendly'],"['breakfast', 'lunch', 'dinner', 'brunch']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d10747551-Reviews-The_Lake_Vu_Motel_Restaurant_and_Convenience_Center-Kenora_Kenora_District_Ontar.html,49.76373835,-94.52626822,POINT (-94.52626822000001 49.76373835),301
302,B&B Roadhouse Bar & Grill,"349 Government St, Dryden, Ontario P8N 2P4 Canada",3.7,2.5,"['American', 'Bar', 'Canadian']",[],[],[],[],[],"['steak sandwich ', 'eggs benny ', 'ribs ', 'after a long day ', 'friendly service ', 'seasoning ', 'sides ', 'gravy ', 'ontario ', 'patrons ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181721-d4331454-Reviews-B_B_Roadhouse_Bar_Grill-Dryden_Kenora_District_Ontario.html,49.78751725,-92.83440437,POINT (-92.83440437 49.78751725),302
303,Big John's Bar & Grill,"5760 Highway 71, Sioux Narrows, Ontario P0X 1N0 Canada",3.9,2.5,"['Bar', 'Canadian']",[],"['bar', 'canadian']",[],"['lunch', 'dinner', 'breakfast']","['outdoor seating', 'seating', 'serves alcohol', 'takeout', 'reservations', 'table service']","['chicken caesar wrap ', 'fries ', 'corner table ', 'dining room ', 'outdoor patio ', 'road trip ', 'service was great ', 'walked down ', 'bridge ', 'narrows ', 'sioux ', 'lake ', 'community ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g227122-d769183-Reviews-Big_John_s_Bar_Grill-Sioux_Narrows_Kenora_District_Ontario.html,49.4144319,-94.0980881,POINT (-94.0980881 49.4144319),303
304,Casey's Bar & Grill,"220 Lakeview Dr, Kenora, Ontario P9N 0H2 Canada",3.4,2.5,"['Bar', 'Canadian']","[9, 22]","['bar', 'canadian']",[],"['lunch', 'dinner', 'after-hours']",[],"['tacos ', 'prime rib ', 'potatoes ', 'staff working ', 'varied menu ', 'tornado ', 'motel ', 'highway ', 'patio ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d683418-Reviews-Casey_s_Bar_Grill-Kenora_Kenora_District_Ontario.html,49.7677457,-94.5019774,POINT (-94.5019774 49.7677457),304
305,Subway,"460 Government Rd, Dryden, Ontario P8N 2P5 Canada",4.1,1,"['American', 'Fast food', 'Deli']",[],"['fast food', 'canadian', 'american', 'deli']",['vegetarian friendly'],"['lunch', 'breakfast', 'dinner']",[],"['sandwich ', 'bread ', 'stop ', 'highway ', 'ontario ']",https://www.tripadvisor.ca/Restaurant_Review-g181721-d766451-Reviews-Subway-Dryden_Kenora_District_Ontario.html,49.7859454,-92.8410093,POINT (-92.8410093 49.7859454),305
306,Yesterday's Restaurant,"800 Highway 17, Kenora, Ontario Canada",3.7,2.5,['Canadian'],[],[],[],[],[],"['homemade fries ', 'burger ', 'chicken ', 'travelodge ', 'supper ', 'menus ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d978799-Reviews-Yesterday_s_Restaurant-Kenora_Kenora_District_Ontario.html,49.7268467,-94.2534659,POINT (-94.25346589999999 49.7268467),306
307,Bob's Burger Bar,"152 B Main Street, Kenora, Ontario P9N 3C8 Canada",4,2.5,"['American', 'Pub', 'Canadian']",[],[],[],[],[],"['lunch ', 'burger ', 'fries ', 'gravy ', 'woods ', 'lake ', 'patio ']",https://www.tripadvisor.ca/Restaurant_Review-g181749-d12848150-Reviews-Bob_s_Burger_Bar-Kenora_Kenora_District_Ontario.html,49.720171,-92.604118,POINT (-92.604118 49.720171),307
308,The WhiskeyJack Restaurant and Tavern,"Highway 105, Perrault Falls, Ontario P0V 2K0 Canada",4.7,2.5,"['Bar', 'Pub', 'Canadian']",[],"['bar', 'pub', 'canadian']",[],['dinner'],"['seating', 'table service']","['pizza ', 'home made ', 'fishing trip ', 'canadian wilderness ', 'red lake ', 'falls ', 'highway ']",https://www.tripadvisor.ca/Restaurant_Review-g1068919-d10613424-Reviews-The_WhiskeyJack_Restaurant_and_Tavern-Perrault_Falls_Kenora_District_Ontario.html,50.3629015,-93.1208416,POINT (-93.12084160000001 50.3629015),308
309,Subway,"621 Lakeview Dr., Kenora, Ontario P9N 3P6 Canada",4.5,1,"['Fast food', 'International', 'Deli']","[2, 8]","['international', 'deli', 'fast food', 'south american']",['vegetarian friendly'],[],[],[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d5093418-Reviews-Subway-Kenora_Kenora_District_Ontario.html,49.7663955,-94.5191052,POINT (-94.5191052 49.7663955),309
310,Days Inn Kenora,"920 Highway 17 E, Kenora, Ontario P9N 1L9 Canada",3.9,2.5,"['American', 'Bar', 'Canadian']",[],"['american', 'bar', 'canadian']",[],"['breakfast', 'lunch', 'dinner']","['seating', 'television', 'serves alcohol', 'takeout', 'reservations', 'table service']",[],https://www.tripadvisor.ca/Restaurant_Review-g181749-d767131-Reviews-Days_Inn_Kenora-Kenora_Kenora_District_Ontario.html,49.7467764,-94.3787995,POINT (-94.3787995 49.7467764),310
311,Grecos Grill & Wine Bar,"167 Princess St, Kingston, Ontario K7L 1A9 Canada",4.7,2.5,"['Greek', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['lamb shank ', 'saganaki ', 'flaming cheese ', 'greek salad ', 'potatoes ', 'baklava ', 'rice ', 'shrimp ', 'bread ', 'kebab ', 'soup ', 'pizza ', 'our waiter ', 'great greek food ', 'dining experience ', 'great dinner ', 'an appetizer ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d799244-Reviews-Grecos_Grill_Wine_Bar-Kingston_Ontario.html,44.23206884,-76.48480439,POINT (-76.48480438999999 44.23206884),311
312,Tango Nuevo,"331 King St E, Kingston, Ontario K7L 3B5 Canada",4.6,2.5,"['Asian', 'Fusion', 'Middle Eastern']",[],[],[],[],[],"['tapas ', 'turkish ravioli ', 'patatas bravas ', 'tuna tataki ', 'empanadas ', 'brussel sprouts ', 'foie gras ', 'carne ', 'sweet potato fries ', 'tiramisu ', 'eggplant ', 'charcuterie board ', 'pastry ', 'lamb ', 'small plates ', 'sambal shrimp ', 'amazing food ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d5451702-Reviews-Tango_Nuevo-Kingston_Ontario.html,44.2305474,-76.4809503,POINT (-76.4809503 44.2305474),312
313,Toast & Jam,"1530 Bath Rd, Kingston, Ontario K7M 4X6 Canada",4.5,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']",[],['canadian'],"['vegetarian friendly', 'vegan options', 'gluten free options']","['breakfast', 'lunch', 'brunch']",[],"['brunch ', 'quiche ', 'bread ', 'homemade jams ', 'hash ', 'poached eggs ', 'french toast ', 'potatoes ', 'soups ', 'side salad ', 'pastry ', 'attached bakery ', 'favourite breakfast ', 'breakfast place ', 'menu options ', 'worth the wait ', 'great coffee ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d9593756-Reviews-Toast_Jam-Kingston_Ontario.html,44.2372092,-76.5591771,POINT (-76.5591771 44.2372092),313
314,Sima Sushi,"66 Princess St, Kingston, Ontario K7L 1A5 Canada",4.6,2.5,"['Japanese', 'Sushi', 'Asian']",[],[],[],[],[],"['sushi ', 'maki rolls ', 'fish soup ', 'lunch set ', 'heart of downtown ', 'fast service ', 'food is excellent ', 'lunch menu ', 'ginger ', 'bite ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d2220596-Reviews-Sima_Sushi-Kingston_Ontario.html,44.23130303,-76.4816316,POINT (-76.4816316 44.23130303),314
315,Days on Front,"730 Front Rd, Kingston, Ontario K7M 6P7 Canada",4.6,4,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['scallops ', 'chocolate cheesecake ', 'pork tenderloin ', 'short ribs ', 'crab cakes ', 'arctic char ', 'mac and cheese ', 'salad ', 'fries ', 'strip mall ', 'bacon jam ', 'wine list ', 'nice evening ', 'dinner with friends ', 'dining experience ', 'excellent food and service ', 'special occasion ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d3201860-Reviews-Days_on_Front-Kingston_Ontario.html,44.2187764,-76.5709522,POINT (-76.57095219999999 44.2187764),315
316,The Rustic Spud,"175 Bagot St, Kingston, Ontario K7L 3E9 Canada",4.6,2.5,"['Bar', 'Pizza', 'Contemporary']",[],[],[],[],[],"['artichoke dip ', 'fish tacos ', 'pizza ', 'gnocchi ', 'potatoes ', 'salad ', 'amazing food ', 'thin crust ', 'craft beer ', 'ward ', 'sydenham ', 'downtown ', 'booth ', 'pint ', 'toppings ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d10328952-Reviews-The_Rustic_Spud-Kingston_Ontario.html,44.22912176,-76.48589742,POINT (-76.48589742 44.22912176),316
317,Bistro Stefan,"1217 Princess St, Kingston, Ontario K7M 3E1 Canada",4.5,4,"['International', 'Contemporary', 'Canadian']",[],[],[],[],[],"['prime rib ', 'steak ', 'caesar salad ', 'baked potato ', 'bread ', 'salmon ', 'fireside inn ', 'chocolate covered strawberries ', 'lovely dinner ', 'birthday dinner ', 'cozy atmosphere ', 'service was prompt ', 'special occasion ', 'bruce ', 'server ', 'pallet ', 'tender ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d767229-Reviews-Bistro_Stefan-Kingston_Ontario.html,44.24670506,-76.52308644,POINT (-76.52308644 44.24670506),317
318,Wooden Heads Gourmet Pizza,"192 Ontario St, Kingston, Ontario K7L 2Y8 Canada",4.4,2.5,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['pizza ', 'lumpia ', 'salad ', 'coconut shrimp ', 'apple butter ', 'prosciutto ', 'meatballs ', 'chicken ', 'spring rolls ', 'cakes ', 'wood oven ', 'thin crust ', 'build your own ', 'visit kingston ', 'patio ', 'toppings ', 'patrons ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d710731-Reviews-Wooden_Heads_Gourmet_Pizza-Kingston_Ontario.html,45.3429047,1.817642441,POINT (1.817642441 45.3429047),318
319,River Mill Restaurant,"2 Cataraqui St, Kingston, Ontario K7K 1Z7 Canada",4.5,4,"['French', 'Mediterranean', 'Middle Eastern']",[],[],[],[],[],"['salmon ', 'gnocchi ', 'fries ', 'lovely view of the river ', 'menu choices ', 'lunch or dinner ', 'dining experience ', 'fantastic food ', 'chef ', 'entrees ', 'ottawa ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d799837-Reviews-River_Mill_Restaurant-Kingston_Ontario.html,44.2422245,-76.4810948,POINT (-76.48109479999999 44.2422245),319
320,Amadeus Cafe,"170 Princess St, Kingston, Ontario K7L 1B1 Canada",4.4,2.5,"['German', 'Austrian', 'European']",[],[],[],[],[],"['schnitzel ', 'potatoes ', 'carrot salad ', 'german style food ', 'dumplings ', 'pork ', 'bread ', 'red cabbage ', 'beer selection ', 'portions are large ', 'comfort food ', 'soup of the day ', 'wonderful meal ', 'on tap ', 'great place to eat ', 'the food is great ', 'patio ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d767210-Reviews-Amadeus_Cafe-Kingston_Ontario.html,44.23182251,-76.48496042,POINT (-76.48496041999999 44.23182251),320
321,Flavours of India,"461 Princess St, Kingston, Ontario K7L 1C3 Canada",4.6,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['garlic naan ', 'aloo ', 'dhansak ', 'curry ', 'tender beef ', 'mulligatawny soup ', 'papadum ', 'shrimp ', 'kebab ', 'salad ', 'indian food ', 'modern restaurant ', 'shadow of a doubt ', 'definitely recommend this restaurant ', 'nice decor ', 'service was excellent ', 'princess st ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d7787609-Reviews-Flavours_of_India-Kingston_Ontario.html,44.234288,-76.4946173,POINT (-76.4946173 44.234288),321
322,Casa Domenico,"35 Brock St, Kingston, Ontario K7L 1R7 Canada",4.4,4,"['Italian', 'Mediterranean', 'Canadian']",[],[],[],[],[],"['pasta ', 'carpaccio ', 'tiramisu ', 'filet ', 'crab ', 'beet salad ', 'duck ', 'bread ', 'italian food ', 'fine dining ', 'wine list ', 'olive oil ', 'great food and service ', 'pricey side ', 'visiting kingston ', 'limone ', 'manzo ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d702999-Reviews-Casa_Domenico-Kingston_Ontario.html,44.2304792,-76.4807445,POINT (-76.4807445 44.2304792),322
323,Harper's Burger Bar,"93 Princess St, Kingston, Ontario K7L 1A6 Canada",4.3,2.5,"['American', 'Bar', 'Canadian']",[],[],[],[],[],"['waffle fries ', 'burger ', 'sliders ', 'onion rings ', 'pastry ', 'beef ', 'unagi ', 'salad ', 'you gotta eat here ', 'gluten free bun ', 'regular fries ', 'build your own ', 'heart of downtown ', 'fast food ', 'on tap ', 'princess street ', 'harpers ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d2484765-Reviews-Harper_s_Burger_Bar-Kingston_Ontario.html,44.2316372,-76.4820847,POINT (-76.4820847 44.2316372),323
324,Score Pizza,"91 Princess St, Kingston, Ontario K7L 1A6 Canada",4.5,1,"['Pizza', 'Canadian', 'Vegetarian Friendly']","[6, 13]","['pizza', 'canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['pizza ', 'bbq chicken ', 'sandwiches ', 'salad ', 'build your own ', 'thin crust ', 'unlimited toppings ', 'large variety of toppings ', 'busy spot ', 'olive oil ', 'worth the wait ', 'great lunch ', 'on tap ', 'ingredients ', 'sauce ', 'moosehead ', 'beer ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d10618863-Reviews-Score_Pizza-Kingston_Ontario.html,44.2316339,-76.4819962,POINT (-76.4819962 44.2316339),324
325,Curry Original,"253A Ontario St, Kingston, Ontario K7L 2Z4 Canada",4.3,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",[],['indian'],"['vegetarian friendly', 'vegan options', 'gluten free options']","['lunch', 'dinner']",[],"['curry ', 'butter chicken ', 'naan ', 'rogan josh ', 'mango ', 'indian food ', 'indian restaurant in kingston ', 'menu is extensive ', 'lunch menu ', 'excellent meal ', 'spicy ', 'dishes ', 'lassi ', 'patio ', 'ontario ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d775644-Reviews-Curry_Original-Kingston_Ontario.html,55.5876727,12.23833401,POINT (12.23833401 55.5876727),325
326,Kingston Brewing Company,"34 Clarence St, Kingston, Ontario K7L 1W9 Canada",4.1,2.5,"['Brew Pub', 'Bar', 'Canadian']",[],[],[],[],[],"['wings ', 'fries ', 'pot pie ', 'brisket ', 'burger ', 'salad ', 'mac and cheese ', 'brew pub ', 'great beer ', 'brewed on site ', 'white tail ', 'different beers ', 'craft beer ', 'the dragon ', 'great pub food ', 'great patio ', 'ale ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d709890-Reviews-Kingston_Brewing_Company-Kingston_Ontario.html,44.2291871,-76.4810615,POINT (-76.4810615 44.2291871),326
327,Chez Piggy Restaurant & Bar,"68R Princess St, Kingston, Ontario K7L 1A5 Canada",4.1,2.5,"['International', 'Canadian', 'Vegetarian Friendly']",[],"['canadian', 'international']","['vegetarian friendly', 'vegan options', 'gluten free options']","['lunch', 'dinner', 'brunch', 'after-hours']",[],"['brunch ', 'salad ', 'oysters ', 'bread ', 'vietnamese spring rolls ', 'duck confit ', 'linguine ', 'steak ', 'club sandwich ', 'fries ', 'cake ', 'stone walls ', 'outdoor patio ', 'pan chancho ', 'princess street ', 'visiting kingston ', 'ostrich ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d683610-Reviews-Chez_Piggy_Restaurant_Bar-Kingston_Ontario.html,44.23131122,-76.48168216,POINT (-76.48168216000001 44.23131122),327
328,Atomica,"71 Brock St, Kingston, Ontario K7L 1R8 Canada",4.2,2.5,"['Italian', 'Pizza', 'Contemporary']","[8, 16]","['italian', 'pizza', 'wine bar', 'contemporary']","['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['pizza ', 'bruschetta ', 'bread ', 'sandwiches ', 'barrel aged ', 'plant based ', 'vegan options ', 'free dessert ', 'great lunch ', 'negroni ', 'sangria ', 'fungi ', 'patio ', 'toronto ', 'downtown ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d1196357-Reviews-Atomica-Kingston_Ontario.html,44.23072052,-76.48205695,POINT (-76.48205695 44.23072052),328
329,Saber's Taste of India,"2786 Princess St, Kingston, Ontario K7P 1W9 Canada",4.5,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['butter chicken ', 'samosas ', 'vindaloo ', 'no corkage fee ', 'bring your own bottle ', 'take out ', 'recommend this restaurant ', 'chef ', 'sabres ', 'dishes ', 'patrons ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d2602946-Reviews-Saber_s_Taste_of_India-Kingston_Ontario.html,44.25961445,-76.58200053,POINT (-76.58200053 44.25961445),329
330,The Keg Steakhouse + Bar Kingston,"300 King St E, Kingston, Ontario K7L 3B4 Canada",4.1,2.5,"['American', 'Steakhouse', 'Canadian']",[],"['american', 'steakhouse', 'canadian']","['vegetarian friendly', 'gluten free options']","['lunch', 'dinner', 'after-hours']",[],"['steak ', 'prime rib ', 'twice baked potato ', 'top sirloin ', 'ice cream cake ', 'striploin ', 'salad ', 'escargot ', 'seafood ', 'shrimp ', 'mushrooms neptune ', 'cooked to perfection ', 'anniversary dinner ', 'a great evening ', 'recommend this restaurant ', 'server ', 'medium ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d781616-Reviews-The_Keg_Steakhouse_Bar_Kingston-Kingston_Ontario.html,44.2298235,-76.4817912,POINT (-76.4817912 44.2298235),330
331,Olivea,"39 Brock St, Kingston, Ontario K7L 1R7 Canada",4,2.5,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",[],[],[],[],[],"['pasta ', 'arancino ', 'tuna sandwich ', 'beef cheeks ', 'oysters ', 'antipasti ', 'tiramisu ', 'fries ', 'live jazz ', 'balsamic vinegar ', 'italian food ', 'city hall ', 'tuesday night ', 'lovely patio ', 'an appetizer ', 'great meal ', 'mojito ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d1150299-Reviews-Olivea-Kingston_Ontario.html,44.230553,-76.4810061,POINT (-76.4810061 44.230553),331
332,Peter's Place,"34 Princess St, Kingston, Ontario K7L 1A4 Canada",4.2,1,"['American', 'Canadian', 'Vegetarian Friendly']",[],"['american', 'canadian']",['vegetarian friendly'],"['dinner', 'breakfast', 'lunch', 'brunch']",[],"['brunch ', 'home fries ', 'pancakes ', 'potatoes ', 'saturday breakfast ', 'typical breakfast ', 'coffee refills ', 'breakfast place ', 'fast service ', 'small place ', 'family restaurant ', 'decent food ', 'downtown ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d2721380-Reviews-Peter_s_Place-Kingston_Ontario.html,44.2309172,-76.4796704,POINT (-76.4796704 44.2309172),332
333,The Greek Island Grill & Bar,"331 Bath Rd, Kingston, Ontario K7M 2X6 Canada",4.4,2.5,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",[],[],[],[],[],"['greek salad ', 'moussaka ', 'baklava ', 'roast potatoes ', 'garlic shrimp ', 'greek islands ', 'great greek food ', 'visited this restaurant ', 'an appetizer ', 'dolmadakia ', 'opa ', 'bone ', 'servings ']",https://www.tripadvisor.ca/Restaurant_Review-g154992-d1943880-Reviews-The_Greek_Island_Grill_Bar-Kingston_Ontario.html,44.23984535,-76.52759276,POINT (-76.52759276 44.23984535),333
